Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
Id_e7viwtytsz,2022-03-02,2,unemployed,461.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,,70 - 79 %,,30 - 39 %,1,1,2000,1,0
Id_dgs30y7mmy,2021-08-19,1,studying,,Urban,Western Cape,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,0,1,2002,6,0
Id_v52k9i7r4h,2023-03-23,4,unemployed,613.0,Rural,Limpopo,,,,,,,,,,1,1,1997,7,0
Id_t8lwhc3r7d,2023-02-06,4,studying,,Suburb,Gauteng,,,,,,,,,,1,1,1998,1,1
Id_a66azy9g03,2022-08-10,3,unemployed,2774.0,Urban,Northern Cape,1.0,,,3.0,,40 - 49 %,40 - 49 %,,,0,1,1994,11,0
Id_dtoadd5qyz,2022-08-05,3,other,,Rural,KwaZulu-Natal,1.0,,1.0,5.0,,60 - 69 %,,60 - 69 %,,1,1,1998,10,1
Id_flufbeov7s,2023-03-22,4,unemployed,429.0,Urban,Limpopo,1.0,0.0,0.0,,,40 - 49 %,,40 - 49 %,,1,1,1991,9,0
Id_0zjyfmruun,2023-03-08,4,unemployed,64.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,2.0,,,,,,1,1,2003,6,0
Id_6sc8pgp981,2023-03-01,4,self employed,1101.0,Rural,Limpopo,,,,,,,,,,0,1,1993,1,1
Id_gm2rd4ukqo,2022-02-25,2,studying,,Urban,Northern Cape,1.0,1.0,0.0,,60 - 69 %,,50 - 59 %,,60 - 69 %,1,1,1995,2,0
Id_3etggy80sr,2023-02-15,4,wage employed,61.0,Urban,Western Cape,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,50 - 59 %,1,1,1991,3,0
Id_hlz2x5az34,2022-08-10,3,other,,Urban,Gauteng,1.0,1.0,0.0,5.0,50 - 59 %,,,60 - 69 %,50 - 59 %,0,1,1998,8,0
Id_m62katu5br,2023-02-08,4,studying,,Urban,Free State,,,,,,,,,,0,1,2000,9,0
Id_554q72pmcv,2023-02-08,4,unemployed,2381.0,Urban,Gauteng,,,,,,,,,,1,1,1992,1,0
Id_2qo9383jog,2021-08-11,1,wage employed,0.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,50 - 59 %,60 - 69 %,,30 - 39 %,1,1,1999,3,0
Id_0h88tdr4ge,2021-08-18,1,wage employed,0.0,Rural,North West,1.0,,,1.0,,50 - 59 %,60 - 69 %,,,1,1,1995,4,0
Id_0aa4r3tzc1,2022-03-04,2,unemployed,461.0,Urban,Western Cape,0.0,0.0,0.0,3.0,,,,,,1,1,2000,1,0
Id_5k6dfapkha,2023-02-02,4,wage employed,366.0,Rural,Limpopo,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,1
Id_yrpty9xxds,2023-03-14,4,unemployed,735.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,1,1,2000,2,0
Id_rapwrbilo3,2023-03-22,4,wage employed,244.0,Urban,Limpopo,,,,,,,,,,1,1,1998,9,0
Id_0fev9uzlg5,2021-08-20,1,wage employed,0.0,Rural,Limpopo,0.0,,,3.0,,,,,,1,1,1992,8,1
Id_lkhuyd5bfa,2023-02-16,4,wage employed,153.0,Rural,North West,,,,,,,,,,0,1,1990,2,0
Id_0y4ep0jw8m,2022-08-12,3,unemployed,186.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,2.0,0 - 29 %,,40 - 49 %,,40 - 49 %,0,1,1994,5,0
Id_4ftb01kv6n,2022-08-12,3,unemployed,523.0,Suburb,Mpumalanga,1.0,,,5.0,,40 - 49 %,50 - 59 %,,,1,1,1992,10,0
Id_9grska1tcz,2022-08-12,3,other,,Urban,Western Cape,1.0,0.0,0.0,5.0,30 - 39 %,,,60 - 69 %,30 - 39 %,0,1,1998,6,1
Id_qbozippw19,2023-02-13,4,wage employed,244.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,40 - 49 %,,60 - 69 %,,50 - 59 %,1,1,2000,4,0
Id_qyj0wgfg8r,2023-02-22,4,unemployed,67.0,Urban,Mpumalanga,,,,,,,,,,0,1,1995,12,0
Id_f8mqqk88h5,2023-03-14,4,self employed,,Urban,Northern Cape,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,1,1,1999,11,0
Id_l2e3axnq4y,2022-03-14,2,studying,,Rural,Limpopo,1.0,0.0,0.0,1.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,1
Id_7xyp20a179,2022-03-14,2,unemployed,798.0,Rural,Limpopo,1.0,,,,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,2000,1,0
Id_qwsrd8wfs2,2022-08-15,3,unemployed,248.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,1999,3,0
Id_dg53zjnqez,2023-02-10,4,unemployed,1497.0,Urban,Limpopo,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,1999,3,0
Id_tsa5ilmr8g,2023-02-15,4,unemployed,798.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1998,3,0
Id_uefawv6qnv,2022-03-08,2,unemployed,443.0,Urban,Gauteng,0.0,,,4.0,,,,,,1,1,1987,8,1
Id_1fpjkcr336,2022-03-17,2,unemployed,1196.0,Rural,Eastern Cape,1.0,1.0,,1.0,0 - 29 %,,70 - 79 %,,,0,1,2000,1,0
Id_e64bo9ltfq,2023-03-15,4,unemployed,1617.0,Urban,Gauteng,,,,,,,,,,1,1,1988,11,0
Id_benbgd3dev,2023-02-10,4,unemployed,128.0,Urban,Western Cape,,,,,,,,,,1,1,1987,7,0
Id_1x5xgf0aid,2022-03-11,2,unemployed,898.0,Rural,North West,,,,,,,,,,1,1,2000,1,0
Id_6k9kfqsjja,2022-03-17,2,unemployed,112.0,Rural,Limpopo,1.0,0.0,0.0,0.0,,50 - 59 %,,40 - 49 %,,0,1,2000,1,0
Id_clc8ydkb73,2022-03-03,2,studying,,Urban,KwaZulu-Natal,1.0,,,,70 - 79 %,,60 - 69 %,,60 - 69 %,1,1,2000,1,0
Id_4i76kpgnak,2022-03-18,2,studying,,Urban,Eastern Cape,1.0,,,3.0,0 - 29 %,,,40 - 49 %,,0,1,2000,1,1
Id_rh4zautebb,2023-02-13,4,unemployed,432.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,,1,1,1991,10,0
Id_0q1c4b3gks,2022-02-23,2,wage employed,0.0,Urban,Western Cape,1.0,1.0,0.0,2.0,0 - 29 %,,50 - 59 %,,,1,1,1996,10,0
Id_fufxj6x003,2022-08-15,3,studying,,Urban,KwaZulu-Natal,1.0,0.0,1.0,4.0,0 - 29 %,,60 - 69 %,,30 - 39 %,0,1,1998,7,0
Id_njl9yk1a1p,2022-08-11,3,wage employed,,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,,40 - 49 %,,0 - 29 %,1,1,2001,4,0
Id_1xo14xoi6f,2022-03-15,2,studying,,Urban,Gauteng,1.0,0.0,0.0,0.0,0 - 29 %,,,60 - 69 %,30 - 39 %,1,1,2000,1,0
Id_7emzoh48se,2022-02-22,2,unemployed,280.0,Urban,Gauteng,1.0,0.0,0.0,3.0,60 - 69 %,,80 - 100 %,,60 - 69 %,0,1,1997,10,0
Id_355mzxzmwh,2022-02-22,2,unemployed,670.0,Urban,Gauteng,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,1,1,2001,1,1
Id_uvnyo5m29o,2022-02-23,2,wage employed,75.0,Urban,Western Cape,1.0,0.0,0.0,4.0,0 - 29 %,,70 - 79 %,,,1,1,2002,10,0
Id_9rbtmk8tva,2023-02-16,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,4.0,50 - 59 %,,50 - 59 %,,60 - 69 %,0,1,1997,10,0
Id_rlbhissgc3,2023-02-23,4,wage employed,31.0,Urban,Limpopo,,,,,,,,,,0,1,1995,10,0
Id_rpg2jmp3ax,2023-03-08,4,wage employed,304.0,Rural,Northern Cape,,,,,,,,,,1,1,1994,8,0
Id_qud2hi698t,2022-02-24,2,wage employed,1447.0,Urban,Free State,1.0,0.0,0.0,,40 - 49 %,,60 - 69 %,,30 - 39 %,1,1,1991,12,0
Id_ogexob5ztf,2022-02-21,2,unemployed,1497.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,4.0,,0 - 29 %,50 - 59 %,,,0,1,1998,9,0
Id_kry2t0a52n,2023-03-13,4,studying,,Rural,North West,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,1995,5,0
Id_0tdm1t6hyj,2023-03-03,4,unemployed,64.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2000,8,0
Id_0ii48tdw6j,2023-03-02,4,unemployed,64.0,Suburb,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,70 - 79 %,,,0,1,2002,1,0
Id_4e8g8za7n1,2022-07-29,3,studying,,Urban,Gauteng,1.0,0.0,0.0,1.0,,60 - 69 %,50 - 59 %,,,0,1,2003,8,0
Id_57nnipjbfx,2023-03-14,4,unemployed,2621.0,Rural,Limpopo,1.0,0.0,0.0,2.0,50 - 59 %,,60 - 69 %,,50 - 59 %,1,1,1997,6,0
Id_6dzz11saon,2023-02-28,4,studying,,Rural,Northern Cape,,,,,,,,,,0,1,2003,4,0
Id_0yohbd59fn,2022-02-22,2,unemployed,620.0,Urban,Gauteng,1.0,,1.0,5.0,,,,60 - 69 %,,1,1,1980,9,0
Id_t3bjp9qtnm,2023-02-20,4,wage employed,153.0,Urban,Mpumalanga,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,0,1,1996,8,0
Id_cw5cn7ptsp,2022-02-23,2,studying,,Suburb,Mpumalanga,1.0,,,4.0,,40 - 49 %,60 - 69 %,,,1,1,1999,6,0
Id_dabpa5c0ok,2023-02-10,4,self employed,,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,0
Id_5am1dwlk6l,2023-02-27,4,wage employed,30.0,Urban,Limpopo,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,2000,7,0
Id_co2pnziq2m,2023-03-15,4,unemployed,125.0,Urban,Free State,1.0,0.0,0.0,3.0,,0 - 29 %,40 - 49 %,,,1,1,1994,6,0
Id_ney2f6u4e6,2023-02-07,4,unemployed,767.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,,50 - 59 %,,,1,1,2000,1,0
Id_7yhra424sw,2023-02-20,4,unemployed,1096.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1995,4,1
Id_oq79nm0xwg,2023-02-20,4,wage employed,273.0,Urban,Eastern Cape,1.0,0.0,0.0,,0 - 29 %,,,40 - 49 %,40 - 49 %,0,1,1993,8,0
Id_q5dsab84kq,2023-03-14,4,studying,,Urban,Mpumalanga,,,,,,,,,,1,1,2003,3,0
Id_khphsqemuy,2022-07-29,3,studying,,Urban,Gauteng,,,,,,,,,,1,1,2002,4,0
Id_zlzdreabak,2022-02-24,2,studying,,Rural,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,,1,1,2000,2,1
Id_ypi06pza9w,2022-02-25,2,wage employed,61.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,,,,,1,1,1999,9,0
Id_8316fw6yuw,2023-03-16,4,wage employed,273.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,,50 - 59 %,60 - 69 %,,,1,1,1991,5,0
Id_az89jpfxzy,2023-02-09,4,wage employed,578.0,Rural,Mpumalanga,1.0,0.0,0.0,,,60 - 69 %,40 - 49 %,,,0,1,1995,5,0
Id_qu3lxmy7ok,2022-08-02,3,other,,Urban,North West,1.0,0.0,0.0,1.0,40 - 49 %,,70 - 79 %,,30 - 39 %,0,1,1999,9,1
Id_sy5tyum6z6,2023-03-17,4,unemployed,245.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,,30 - 39 %,,,1,1,1995,11,0
Id_gj6oqvmx60,2022-08-03,3,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,,40 - 49 %,,40 - 49 %,,1,1,1999,3,0
Id_g3anl29jyt,2023-03-15,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,1.0,,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,1997,11,0
Id_kb4bnskh1d,2022-08-04,3,other,,Urban,Gauteng,1.0,1.0,0.0,3.0,60 - 69 %,,50 - 59 %,,,0,1,1997,7,1
Id_lhf2yne33x,2022-03-07,2,unemployed,648.0,Urban,Western Cape,,,,,,,,,,0,1,2000,1,0
Id_wh9bjpmhb2,2022-07-28,3,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,1,1,2002,12,0
Id_i0p43arayu,2022-03-11,2,unemployed,826.0,Urban,Gauteng,1.0,,,4.0,0 - 29 %,,,40 - 49 %,0 - 29 %,1,1,2000,1,0
Id_tikwppxl9y,2023-02-10,4,unemployed,220.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2001,9,0
Id_u13k221981,2023-02-23,4,studying,,Urban,Free State,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,2002,4,0
Id_wrvc9doc7u,2022-08-05,3,unemployed,736.0,Rural,Mpumalanga,1.0,,,4.0,,,,,,0,1,1987,5,0
Id_4s09vax66d,2022-02-28,2,unemployed,60.0,Urban,Gauteng,1.0,0.0,0.0,,,50 - 59 %,,40 - 49 %,,0,1,1996,8,0
Id_32kfahop4w,2023-03-06,4,wage employed,273.0,Urban,Free State,1.0,1.0,0.0,,50 - 59 %,,80 - 100 %,,50 - 59 %,1,1,2000,1,0
Id_4snnz68fvs,2023-02-28,4,unemployed,1096.0,Suburb,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,,,50 - 59 %,,0,1,2002,1,0
Id_m7yzdf082k,2022-08-05,3,other,,Rural,Limpopo,1.0,,,2.0,,,,,,1,1,1994,8,1
Id_smc7r6w64a,2023-03-09,4,wage employed,487.0,Suburb,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,,1,1,1996,3,0
Id_3ti4okba1x,2021-08-19,1,unemployed,83.0,Urban,Gauteng,1.0,,,5.0,30 - 39 %,,,50 - 59 %,30 - 39 %,0,1,2003,6,0
Id_zoxz38owwc,2022-02-25,2,unemployed,153.0,Rural,KwaZulu-Natal,0.0,,,,,,,,,1,1,1987,8,1
Id_iwa09mnt2k,2023-03-08,4,unemployed,,Rural,North West,0.0,,,,,,,,,1,1,1993,11,0
Id_fqwiyjcbsw,2021-08-17,1,studying,,Urban,KwaZulu-Natal,1.0,,1.0,3.0,,40 - 49 %,60 - 69 %,,,1,1,1996,12,0
Id_hpl87e8tni,2023-03-23,4,unemployed,5.0,Urban,Western Cape,,,,,,,,,,1,1,2001,8,0
Id_8h5aepx1wl,2023-02-14,4,wage employed,153.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,1999,1,0
Id_s6u8zfphgo,2023-03-03,4,wage employed,608.0,Urban,KwaZulu-Natal,1.0,,,5.0,,40 - 49 %,,50 - 59 %,,1,1,2000,1,0
Id_pst4k19xbo,2023-02-08,4,unemployed,585.0,Rural,Limpopo,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,1990,11,0
Id_efq3guh8ai,2023-03-07,4,unemployed,214.0,Urban,Mpumalanga,0.0,0.0,0.0,1.0,,,,,,1,1,2000,7,0
Id_kus7m50sbf,2023-02-28,4,wage employed,699.0,Urban,North West,1.0,0.0,0.0,4.0,,60 - 69 %,,40 - 49 %,,0,1,1996,7,0
Id_0qakchunn7,2023-02-10,4,unemployed,365.0,Urban,North West,1.0,0.0,1.0,3.0,30 - 39 %,,50 - 59 %,,,0,1,1997,9,1
Id_8gwh4c7kpr,2023-03-24,4,unemployed,2287.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,,50 - 59 %,,,1,1,1996,4,0
Id_20tdmrwbt8,2023-02-16,4,studying,,Urban,Eastern Cape,,,,,,,,,,0,1,2000,1,0
Id_1qdjkwt4h8,2023-02-09,4,self employed,,Rural,Mpumalanga,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,1,1,2000,4,0
Id_ei9pt53v6i,2022-02-28,2,unemployed,1346.0,Urban,Eastern Cape,,,,,,,,,,0,1,1999,1,0
Id_qjinlauvuy,2023-02-08,4,unemployed,36.0,Suburb,Gauteng,,,,,,,,,,1,1,2001,12,0
Id_nlb65akijb,2022-03-10,2,unemployed,1155.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,1994,12,1
Id_o1huedwg7o,2023-02-14,4,wage employed,151.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,,50 - 59 %,40 - 49 %,,,0,1,2000,1,0
Id_vaifq92sn4,2023-02-27,4,unemployed,401.0,Urban,Northern Cape,,,,,,,,,,0,1,2004,1,0
Id_iqadr8h23d,2022-02-25,2,unemployed,1894.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1995,6,0
Id_8ph842rkj6,2023-03-02,4,unemployed,2191.0,Urban,Gauteng,1.0,,,,,60 - 69 %,,80 - 100 %,,1,1,2000,1,0
Id_jmr687sy68,2022-08-12,3,studying,,Urban,Gauteng,1.0,1.0,0.0,4.0,60 - 69 %,,60 - 69 %,,,0,1,2000,2,0
Id_2y3udgi70o,2023-02-16,4,studying,,Urban,Western Cape,1.0,0.0,0.0,5.0,,30 - 39 %,40 - 49 %,,0 - 29 %,1,1,2003,7,1
Id_04y2joci4o,2023-02-14,4,self employed,,Urban,Gauteng,,,,,,,,,,0,1,1995,10,0
Id_o1pz25gj9u,2022-03-10,2,unemployed,1994.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,,50 - 59 %,,,1,1,1980,11,1
Id_wg364kz7n7,2023-03-14,4,unemployed,217.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,1,1,1989,8,0
Id_bq8zengqdm,2023-03-22,4,unemployed,699.0,Urban,Limpopo,,,,,,,,,,1,1,2002,2,0
Id_v72ala1frf,2021-08-17,1,wage employed,0.0,Suburb,Gauteng,1.0,0.0,0.0,0.0,30 - 39 %,,,40 - 49 %,30 - 39 %,0,1,1996,11,1
Id_cfj4zh05b0,2023-02-14,4,unemployed,432.0,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,0,1,1988,3,0
Id_m31p5fmw3k,2023-03-14,4,unemployed,1494.0,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,1,1,1999,9,0
Id_8vd9fxrt9y,2022-03-15,2,unemployed,1174.0,Urban,Gauteng,1.0,,,1.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,0
Id_ufw7qqrd99,2023-02-17,4,unemployed,1067.0,Urban,Free State,1.0,,,,,,50 - 59 %,,,1,1,1985,5,1
Id_nra751cbum,2023-03-06,4,studying,,Urban,Western Cape,,,,,,,,,,1,1,2003,3,0
Id_ahonotnw7g,2022-08-04,3,unemployed,2044.0,Urban,Northern Cape,1.0,,,4.0,,,40 - 49 %,,,1,1,1986,12,0
Id_y204gpu8xs,2022-09-03,3,unemployed,248.0,Rural,Eastern Cape,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,,0,1,2001,7,0
Id_v5skjnxm6x,2022-03-07,2,unemployed,64.0,Suburb,Eastern Cape,,,,,,,,,,0,1,2000,1,0
Id_joduuynqvp,2021-08-12,1,wage employed,0.0,Urban,Gauteng,1.0,,,2.0,,50 - 59 %,50 - 59 %,,,0,1,1992,8,1
Id_w18skbo4kk,2022-03-14,2,wage employed,67.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,40 - 49 %,,60 - 69 %,,,1,1,2000,1,1
Id_vfios2k1hc,2022-08-01,3,wage employed,,Urban,Mpumalanga,,,,,,,,,,1,1,1996,1,0
Id_sxuj5v4t06,2023-03-14,4,wage employed,273.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1994,8,0
Id_i36eqbdd4x,2022-08-08,3,wage employed,36.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1991,1,1
Id_hwlv2xrof4,2022-03-04,2,unemployed,1191.0,Suburb,Eastern Cape,1.0,0.0,0.0,,0 - 29 %,,70 - 79 %,,,1,1,2000,1,0
Id_fvagsb8xfq,2023-02-22,4,other,,Urban,Mpumalanga,,,,,,,,,,0,1,2002,9,0
Id_4qh8ktxutl,2023-02-07,4,wage employed,92.0,Urban,Gauteng,1.0,,,5.0,30 - 39 %,,,50 - 59 %,40 - 49 %,0,1,2001,2,1
Id_ko5cseuqas,2022-08-01,3,studying,,Rural,Limpopo,1.0,0.0,1.0,4.0,50 - 59 %,,70 - 79 %,,40 - 49 %,1,1,2001,5,0
Id_wavfjmu489,2023-02-27,4,unemployed,1528.0,Urban,Free State,1.0,0.0,0.0,4.0,,60 - 69 %,,50 - 59 %,,0,1,1993,6,0
Id_80iquefstr,2022-08-01,3,studying,,Urban,Mpumalanga,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,2002,7,0
Id_g58440nka7,2022-03-01,2,wage and self employed,1076.0,Urban,Gauteng,1.0,,,1.0,,,,,,0,1,1996,11,1
Id_anm0ajimvb,2022-03-16,2,unemployed,1175.0,Suburb,KwaZulu-Natal,0.0,,,,,,,,,1,1,2000,1,0
Id_9ksjhv0o04,2023-02-08,4,unemployed,128.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,0.0,0 - 29 %,,,40 - 49 %,,1,1,2000,1,0
Id_ho6xu1z68u,2021-08-18,1,wage employed,0.0,Urban,Gauteng,1.0,,,2.0,,,,,,0,1,1988,12,0
Id_66hdm3x3w4,2023-02-15,4,studying,,Urban,Eastern Cape,,,,,,,,,,1,1,2002,4,0
Id_4j1bdx4eqw,2023-03-15,4,unemployed,2010.0,Rural,Limpopo,,,,,,,,,,1,1,1988,5,1
Id_9vnj9ccdce,2023-02-27,4,unemployed,767.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,0,1,1997,7,0
Id_5ue8h1wsa5,2023-03-06,4,studying,,Urban,Gauteng,0.0,0.0,0.0,5.0,,,,,,1,1,2004,10,1
Id_uxlrd5j6dd,2023-02-14,4,unemployed,5.0,Rural,North West,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
Id_40sz0cwrqf,2023-02-24,4,studying,,Urban,North West,,,,,,,,,,0,1,2000,11,0
Id_iu8lx58hbs,2022-03-08,2,unemployed,430.0,Rural,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,,50 - 59 %,,30 - 39 %,0,1,1991,7,0
Id_oewb3wv52u,2023-02-06,4,studying,,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,1,1,1996,11,0
Id_hcvaacmmfv,2023-02-06,4,wage employed,273.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,1,1,2002,10,0
Id_nj9sd5qt5m,2022-08-01,3,unemployed,1344.0,Urban,Mpumalanga,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,1996,6,0
Id_jyw3qvkl3t,2023-02-14,4,unemployed,2350.0,Rural,Gauteng,,,,,,,,,,0,1,1991,8,0
Id_glu7jkmb67,2022-03-15,2,unemployed,1194.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,0
Id_yf6qff0w76,2022-08-04,3,wage employed,66.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,60 - 69 %,,50 - 59 %,,1,0,2001,4,1
Id_u33s12o2fm,2022-03-14,2,unemployed,1160.0,Urban,Gauteng,1.0,,,2.0,0 - 29 %,,50 - 59 %,,,1,1,2000,1,0
Id_9zzhl2r3at,2022-08-03,3,other,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1989,5,1
Id_2e609128l9,2022-07-29,3,unemployed,278.0,Urban,Gauteng,,,,,,,,,,1,1,2001,10,0
Id_xh94bd5nyv,2021-08-12,1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,,50 - 59 %,,,0,1,1990,5,0
Id_cq7sj8huf1,2022-03-10,2,studying,,Urban,KwaZulu-Natal,1.0,,,5.0,,50 - 59 %,,50 - 59 %,,1,1,2000,1,1
Id_r68vfmyt3k,2021-08-19,1,wage employed,0.0,Rural,North West,1.0,,,3.0,,,,,,1,1,1990,4,0
Id_bk8vc1cr5v,2022-07-28,3,studying,,Urban,Gauteng,,,,,,,,,,1,1,2004,3,0
Id_7ckxpm8z48,2023-02-24,4,unemployed,456.0,Urban,Gauteng,,,,,,,,,,0,1,1993,8,1
Id_ixcnwdxays,2023-03-14,4,unemployed,490.0,Rural,Limpopo,,,,,,,,,,1,1,1998,12,0
Id_u0z79ryonk,2023-03-22,4,wage employed,153.0,Urban,North West,,,,,,,,,,1,1,1999,11,0
Id_lse2bbmvnc,2022-08-12,3,unemployed,1678.0,Urban,Free State,,,,,,,,,,1,1,1996,2,0
Id_4apu41l9xg,2023-03-24,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1994,1,0
Id_7426uvb2xq,2023-03-03,4,unemployed,334.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,,50 - 59 %,,30 - 39 %,1,1,1999,5,1
Id_u4opy76b13,2023-03-14,4,wage employed,1703.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,30 - 39 %,40 - 49 %,,,1,1,1996,10,0
Id_pf7wzsmgje,2023-03-13,4,wage employed,153.0,Urban,Free State,,,,,,,,,,1,1,1993,12,0
Id_5lc0uk0w88,2023-02-15,4,self employed,,Urban,Gauteng,0.0,0.0,0.0,,,,,,,0,1,1996,5,0
Id_0tpf70gw1r,2023-02-08,4,unemployed,36.0,Suburb,Gauteng,,,,,,,,,,0,1,2002,11,0
Id_mjbs6jttwz,2022-08-15,3,wage employed,,Suburb,Gauteng,1.0,,,,,40 - 49 %,,40 - 49 %,,1,1,2000,1,0
Id_0xgx0agpdp,2023-02-06,4,studying,,Urban,Gauteng,0.0,,,5.0,,,,,,1,1,2000,1,0
Id_t2fjywwpqk,2022-08-15,3,other,,Urban,North West,1.0,0.0,0.0,3.0,,70 - 79 %,50 - 59 %,,,1,1,1993,9,1
Id_k36o5fxrgs,2023-03-09,4,unemployed,917.0,Urban,Gauteng,,,,,,,,,,1,1,1991,2,0
Id_2kv49vftqk,2023-02-14,4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,1992,3,0
Id_442sezmrax,2022-03-09,2,unemployed,2123.0,Rural,North West,1.0,,,1.0,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,1997,10,1
Id_qp5ql6ad7a,2022-03-01,2,wage employed,365.0,Urban,Western Cape,0.0,,,,,,,,,0,1,1977,2,1
Id_q7aqqt12h4,2022-08-11,3,wage employed,,Urban,Gauteng,,,,,,,,,,1,1,1993,5,0
Id_eoown46vxz,2023-03-24,4,unemployed,64.0,Rural,Limpopo,,,,,,,,,,1,1,2004,5,0
